"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.audio_title","Input.Author","Input.audio_url","Answer.Admiration","Answer.Amusement","Answer.Anger","Answer.Compassion","Answer.Contempt","Answer.Disappointment","Answer.Disgust","Answer.Fear","Answer.Guilt","Answer.Hate","Answer.Interest","Answer.Joy","Answer.Pleasure","Answer.Pride","Answer.Regret","Answer.Relief","Answer.Sadness","Answer.Shame","Approve","Reject"
"3P7QK0GJ3TV5VR7ZN3BK1PRI1AM2Z3","3XLAOVIRVQN2KQE37C280YVLUNW9SJ","Listen to a poem recital","Liste a short audio clip","transcribe, audio","$0.25","Wed May 20 04:50:59 PDT 2020","5","BatchId:4045512;OriginalHitTemplateId:928390836;","3600","86400","Wed May 27 04:50:59 PDT 2020","","","304SM51WA4E45CJB16FPV9T4NJRBST","A1NZFJHVJ9CNTO","Approved","Wed May 20 05:38:20 PDT 2020","Wed May 20 05:41:27 PDT 2020","Thu May 21 05:41:27 PDT 2020","Wed May 20 07:40:13 PDT 2020","","","187","100% (299/299)","0% (0/0)","0% (0/0)","Sonnets from the Portuguese 43: How do I love thee? Let me count the ways","Elizabeth Barrett Browning","https://media.poetryfoundation.org/uploads/media/default/0001/07/aa088b6f00fc55eb7a074105dfe28290e12e9a78.mp3","7","6","7","4","6","4","7","6","5","5","7","8","5","5","4","7","3","2"
"3P7QK0GJ3TV5VR7ZN3BK1PRI1AM2Z3","3XLAOVIRVQN2KQE37C280YVLUNW9SJ","Listen to a poem recital","Liste a short audio clip","transcribe, audio","$0.25","Wed May 20 04:50:59 PDT 2020","5","BatchId:4045512;OriginalHitTemplateId:928390836;","3600","86400","Wed May 27 04:50:59 PDT 2020","","","32ZKVD547GX0LVYWBREON1LSV3KB3T","A2BO8M77CS3SGZ","Approved","Wed May 20 07:54:58 PDT 2020","Wed May 20 07:58:16 PDT 2020","Thu May 21 07:58:16 PDT 2020","Thu May 21 04:46:23 PDT 2020","","","198","100% (126/126)","0% (0/0)","0% (0/0)","Sonnets from the Portuguese 43: How do I love thee? Let me count the ways","Elizabeth Barrett Browning","https://media.poetryfoundation.org/uploads/media/default/0001/07/aa088b6f00fc55eb7a074105dfe28290e12e9a78.mp3","10","0","0","4","0","0","0","0","0","0","10","10","10","4","0","5","0","0"
"3P7QK0GJ3TV5VR7ZN3BK1PRI1AM2Z3","3XLAOVIRVQN2KQE37C280YVLUNW9SJ","Listen to a poem recital","Liste a short audio clip","transcribe, audio","$0.25","Wed May 20 04:50:59 PDT 2020","5","BatchId:4045512;OriginalHitTemplateId:928390836;","3600","86400","Wed May 27 04:50:59 PDT 2020","","","3BC8WZX3V46FK40NIE1A5ETCJ59RR0","A2VE5IV9OD2SK1","Approved","Wed May 20 13:17:00 PDT 2020","Wed May 20 13:20:27 PDT 2020","Thu May 21 13:20:27 PDT 2020","Thu May 21 04:46:23 PDT 2020","","","207","100% (2/2)","0% (0/0)","0% (0/0)","Sonnets from the Portuguese 43: How do I love thee? Let me count the ways","Elizabeth Barrett Browning","https://media.poetryfoundation.org/uploads/media/default/0001/07/aa088b6f00fc55eb7a074105dfe28290e12e9a78.mp3","10","6","1","9","1","1","1","1","1","1","6","8","9","3","5","6","2","2"
"3P7QK0GJ3TV5VR7ZN3BK1PRI1AM2Z3","3XLAOVIRVQN2KQE37C280YVLUNW9SJ","Listen to a poem recital","Liste a short audio clip","transcribe, audio","$0.25","Wed May 20 04:50:59 PDT 2020","5","BatchId:4045512;OriginalHitTemplateId:928390836;","3600","86400","Wed May 27 04:50:59 PDT 2020","","","3NL0RFNU0GXMWULUHIW0W9WOWX54K7","A219VCQZADQ45W","Approved","Wed May 20 06:22:59 PDT 2020","Wed May 20 06:25:27 PDT 2020","Thu May 21 06:25:27 PDT 2020","Wed May 20 07:40:13 PDT 2020","","","148","100% (60/60)","0% (0/0)","0% (0/0)","Sonnets from the Portuguese 43: How do I love thee? Let me count the ways","Elizabeth Barrett Browning","https://media.poetryfoundation.org/uploads/media/default/0001/07/aa088b6f00fc55eb7a074105dfe28290e12e9a78.mp3","6","0","0","0","0","0","0","0","0","0","7","5","5","2","0","0","0","0"
"3P7QK0GJ3TV5VR7ZN3BK1PRI1AM2Z3","3XLAOVIRVQN2KQE37C280YVLUNW9SJ","Listen to a poem recital","Liste a short audio clip","transcribe, audio","$0.25","Wed May 20 04:50:59 PDT 2020","5","BatchId:4045512;OriginalHitTemplateId:928390836;","3600","86400","Wed May 27 04:50:59 PDT 2020","","","3WMINLGALCDJFLPNY6PTLT5GJZ5CAS","ARTQWWNFA7IOD","Approved","Wed May 20 11:19:59 PDT 2020","Wed May 20 11:20:53 PDT 2020","Thu May 21 11:20:53 PDT 2020","Thu May 21 04:46:23 PDT 2020","","","54","100% (86/86)","0% (0/0)","0% (0/0)","Sonnets from the Portuguese 43: How do I love thee? Let me count the ways","Elizabeth Barrett Browning","https://media.poetryfoundation.org/uploads/media/default/0001/07/aa088b6f00fc55eb7a074105dfe28290e12e9a78.mp3","7","0","0","6","0","0","0","0","0","0","7","5","7","2","0","4","0","0"
"38VTL6WC4ANXPYGH90BZLPLSFQ8Y58","3XLAOVIRVQN2KQE37C280YVLUNW9SJ","Listen to a poem recital","Liste a short audio clip","transcribe, audio","$0.25","Wed May 20 04:50:59 PDT 2020","5","BatchId:4045512;OriginalHitTemplateId:928390836;","3600","86400","Wed May 27 04:50:59 PDT 2020","","","33F859I567NFF35VQC3QRVM2E8JBHH","A219VCQZADQ45W","Approved","Wed May 20 06:27:48 PDT 2020","Wed May 20 06:29:24 PDT 2020","Thu May 21 06:29:24 PDT 2020","Wed May 20 07:40:06 PDT 2020","","","96","100% (60/60)","0% (0/0)","0% (0/0)","Spider Crystal Ascension","Charles Wright","https://media.poetryfoundation.org/uploads/media/default/0001/06/cd08e923848fa56b4cffa92d05501f9b57232bff.mp3","0","0","0","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0"
"38VTL6WC4ANXPYGH90BZLPLSFQ8Y58","3XLAOVIRVQN2KQE37C280YVLUNW9SJ","Listen to a poem recital","Liste a short audio clip","transcribe, audio","$0.25","Wed May 20 04:50:59 PDT 2020","5","BatchId:4045512;OriginalHitTemplateId:928390836;","3600","86400","Wed May 27 04:50:59 PDT 2020","","","3A7Y0R2P2PYIJC3MJ8YTS5T9A32JXU","A1NZFJHVJ9CNTO","Approved","Wed May 20 05:38:21 PDT 2020","Wed May 20 05:41:30 PDT 2020","Thu May 21 05:41:30 PDT 2020","Wed May 20 07:40:06 PDT 2020","","","189","100% (299/299)","0% (0/0)","0% (0/0)","Spider Crystal Ascension","Charles Wright","https://media.poetryfoundation.org/uploads/media/default/0001/06/cd08e923848fa56b4cffa92d05501f9b57232bff.mp3","4","5","4","3","4","6","5","5","5","3","4","4","3","5","7","4","7","6"
"38VTL6WC4ANXPYGH90BZLPLSFQ8Y58","3XLAOVIRVQN2KQE37C280YVLUNW9SJ","Listen to a poem recital","Liste a short audio clip","transcribe, audio","$0.25","Wed May 20 04:50:59 PDT 2020","5","BatchId:4045512;OriginalHitTemplateId:928390836;","3600","86400","Wed May 27 04:50:59 PDT 2020","","","3CFJTT4SXU0S9MDPJD9VM51LVWX7IC","A2BO8M77CS3SGZ","Approved","Wed May 20 08:34:57 PDT 2020","Wed May 20 08:36:48 PDT 2020","Thu May 21 08:36:48 PDT 2020","Thu May 21 04:46:03 PDT 2020","","","111","100% (126/126)","0% (0/0)","0% (0/0)","Spider Crystal Ascension","Charles Wright","https://media.poetryfoundation.org/uploads/media/default/0001/06/cd08e923848fa56b4cffa92d05501f9b57232bff.mp3","0","10","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"38VTL6WC4ANXPYGH90BZLPLSFQ8Y58","3XLAOVIRVQN2KQE37C280YVLUNW9SJ","Listen to a poem recital","Liste a short audio clip","transcribe, audio","$0.25","Wed May 20 04:50:59 PDT 2020","5","BatchId:4045512;OriginalHitTemplateId:928390836;","3600","86400","Wed May 27 04:50:59 PDT 2020","","","3M23Y66PO3HYZ02G5FYHKT7C9KC6S3","A1IZ4NX41GKU4X","Approved","Wed May 20 12:38:50 PDT 2020","Wed May 20 12:39:37 PDT 2020","Thu May 21 12:39:37 PDT 2020","Thu May 21 04:46:03 PDT 2020","","","47","100% (65/65)","0% (0/0)","0% (0/0)","Spider Crystal Ascension","Charles Wright","https://media.poetryfoundation.org/uploads/media/default/0001/06/cd08e923848fa56b4cffa92d05501f9b57232bff.mp3","2","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38VTL6WC4ANXPYGH90BZLPLSFQ8Y58","3XLAOVIRVQN2KQE37C280YVLUNW9SJ","Listen to a poem recital","Liste a short audio clip","transcribe, audio","$0.25","Wed May 20 04:50:59 PDT 2020","5","BatchId:4045512;OriginalHitTemplateId:928390836;","3600","86400","Wed May 27 04:50:59 PDT 2020","","","3VNXK88KKDS19BLIXH6YFQILYO99VF","ARTQWWNFA7IOD","Approved","Wed May 20 11:56:48 PDT 2020","Wed May 20 11:57:21 PDT 2020","Thu May 21 11:57:21 PDT 2020","Thu May 21 04:46:03 PDT 2020","","","33","100% (86/86)","0% (0/0)","0% (0/0)","Spider Crystal Ascension","Charles Wright","https://media.poetryfoundation.org/uploads/media/default/0001/06/cd08e923848fa56b4cffa92d05501f9b57232bff.mp3","2","0","0","4","0","0","0","0","0","0","1","2","0","1","0","2","0","0"
