"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.audio_title","Input.Author","Input.audio_url","Answer.Admiration","Answer.Amusement","Answer.Anger","Answer.Compassion","Answer.Contempt","Answer.Contemptment","Answer.Disappointment","Answer.Disgust","Answer.Fear","Answer.Guilt","Answer.Hate","Answer.Interest","Answer.Joy","Answer.Love","Answer.Pleasure","Answer.Pride","Answer.Regret","Answer.Relief","Answer.Sadness","Answer.Shame","Approve","Reject"
"3CESM1J3EIDPJXLVZI3GSYEC0FFW6N","3TGL8109GQZ3ZQRIWC7YA3R7W6A9T8","Listen to a poem recital","A short 3 minute survey where you listen to a poem before deciding what emotions it makes you feel.","transcribe, audio","$0.25","Fri May 22 09:40:10 PDT 2020","3","BatchId:4049047;OriginalHitTemplateId:928390836;","3600","86400","Fri May 29 09:40:10 PDT 2020","","","32ZKVD547GX0LVYWBREON1LSVC33BM","A8TIL9U6YHG5","Approved","Fri May 22 10:42:20 PDT 2020","Fri May 22 10:57:35 PDT 2020","Sat May 23 10:57:35 PDT 2020","Sat May 23 10:58:23 PDT 2020","","","915","100% (173/173)","0% (0/0)","0% (0/0)","Fire and Ice","Robert Frost","https://media.poetryfoundation.org/uploads/media/default/0001/08/38ca3e74185622f59241a1051d632614fd764d5c.mp3","2","9","1","2","1","2","8","2","8","1","1","9","2","1","2","3","2","5","2","1"
"3CESM1J3EIDPJXLVZI3GSYEC0FFW6N","3TGL8109GQZ3ZQRIWC7YA3R7W6A9T8","Listen to a poem recital","A short 3 minute survey where you listen to a poem before deciding what emotions it makes you feel.","transcribe, audio","$0.25","Fri May 22 09:40:10 PDT 2020","3","BatchId:4049047;OriginalHitTemplateId:928390836;","3600","86400","Fri May 29 09:40:10 PDT 2020","","","333U7HK6IAP4L6Y5S8XHYYQHUU0DJE","ASB8T0H7L99RF","Approved","Fri May 22 10:39:30 PDT 2020","Fri May 22 11:33:08 PDT 2020","Sat May 23 11:33:08 PDT 2020","Sat May 23 11:33:23 PDT 2020","","","3218","100% (84/84)","0% (0/0)","0% (0/0)","Fire and Ice","Robert Frost","https://media.poetryfoundation.org/uploads/media/default/0001/08/38ca3e74185622f59241a1051d632614fd764d5c.mp3","8","8","2","6","1","3","3","3","3","7","1","6","7","6","3","4","6","4","3","8"
"3CESM1J3EIDPJXLVZI3GSYEC0FFW6N","3TGL8109GQZ3ZQRIWC7YA3R7W6A9T8","Listen to a poem recital","A short 3 minute survey where you listen to a poem before deciding what emotions it makes you feel.","transcribe, audio","$0.25","Fri May 22 09:40:10 PDT 2020","3","BatchId:4049047;OriginalHitTemplateId:928390836;","3600","86400","Fri May 29 09:40:10 PDT 2020","","","35USIKEBNSQ1JNABXJHVLZX6MS3N6L","A1NZFJHVJ9CNTO","Approved","Fri May 22 09:42:44 PDT 2020","Fri May 22 09:44:40 PDT 2020","Sat May 23 09:44:40 PDT 2020","Sat May 23 09:45:23 PDT 2020","","","116","100% (299/299)","0% (0/0)","0% (0/0)","Fire and Ice","Robert Frost","https://media.poetryfoundation.org/uploads/media/default/0001/08/38ca3e74185622f59241a1051d632614fd764d5c.mp3","1","3","1","3","2","2","4","1","3","4","3","2","3","3","1","4","2","1","3","3"
"3SR6AEG6W5395R0CA2C8AMOIK1VHY8","3TGL8109GQZ3ZQRIWC7YA3R7W6A9T8","Listen to a poem recital","A short 3 minute survey where you listen to a poem before deciding what emotions it makes you feel.","transcribe, audio","$0.25","Fri May 22 09:40:10 PDT 2020","3","BatchId:4049047;OriginalHitTemplateId:928390836;","3600","86400","Fri May 29 09:40:10 PDT 2020","","","30LB5CDZNDK0M12FYIC87LUOJ3FZ03","ASB8T0H7L99RF","Approved","Fri May 22 11:35:50 PDT 2020","Fri May 22 12:09:10 PDT 2020","Sat May 23 12:09:10 PDT 2020","Sat May 23 12:09:23 PDT 2020","","","2000","100% (84/84)","0% (0/0)","0% (0/0)","Creative Writing","Miroslav Holub Read the translator's notes","https://media.poetryfoundation.org/uploads/media/default/0001/06/a85b467177014f422aec01762be4f93745e48309.mp3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"3SR6AEG6W5395R0CA2C8AMOIK1VHY8","3TGL8109GQZ3ZQRIWC7YA3R7W6A9T8","Listen to a poem recital","A short 3 minute survey where you listen to a poem before deciding what emotions it makes you feel.","transcribe, audio","$0.25","Fri May 22 09:40:10 PDT 2020","3","BatchId:4049047;OriginalHitTemplateId:928390836;","3600","86400","Fri May 29 09:40:10 PDT 2020","","","37XITHEISXJBE2B40HBFGJUQJB3RC5","A8TIL9U6YHG5","Approved","Fri May 22 09:44:29 PDT 2020","Fri May 22 10:00:36 PDT 2020","Sat May 23 10:00:36 PDT 2020","Sat May 23 10:01:23 PDT 2020","","","967","100% (173/173)","0% (0/0)","0% (0/0)","Creative Writing","Miroslav Holub Read the translator's notes","https://media.poetryfoundation.org/uploads/media/default/0001/06/a85b467177014f422aec01762be4f93745e48309.mp3","7","8","3","8","5","2","5","6","6","5","6","8","2","7","1","2","5","7","5","5"
"3SR6AEG6W5395R0CA2C8AMOIK1VHY8","3TGL8109GQZ3ZQRIWC7YA3R7W6A9T8","Listen to a poem recital","A short 3 minute survey where you listen to a poem before deciding what emotions it makes you feel.","transcribe, audio","$0.25","Fri May 22 09:40:10 PDT 2020","3","BatchId:4049047;OriginalHitTemplateId:928390836;","3600","86400","Fri May 29 09:40:10 PDT 2020","","","3S4AW7T80CSXG03C2I81B993L6XL4W","A1NZFJHVJ9CNTO","Approved","Fri May 22 09:43:22 PDT 2020","Fri May 22 09:45:18 PDT 2020","Sat May 23 09:45:18 PDT 2020","Sat May 23 09:45:23 PDT 2020","","","116","100% (299/299)","0% (0/0)","0% (0/0)","Creative Writing","Miroslav Holub Read the translator's notes","https://media.poetryfoundation.org/uploads/media/default/0001/06/a85b467177014f422aec01762be4f93745e48309.mp3","8","9","8","4","7","7","8","9","10","7","7","8","10","7","9","8","8","5","7","9"
"3A9LA2FRWSOK5MA256Q6R8H9IV1HX2","3TGL8109GQZ3ZQRIWC7YA3R7W6A9T8","Listen to a poem recital","A short 3 minute survey where you listen to a poem before deciding what emotions it makes you feel.","transcribe, audio","$0.25","Fri May 22 09:40:10 PDT 2020","3","BatchId:4049047;OriginalHitTemplateId:928390836;","3600","86400","Fri May 29 09:40:10 PDT 2020","","","3GFK2QRXXARVNDJBK1YDPCWXJ9W5WE","A219VCQZADQ45W","Approved","Fri May 22 09:42:36 PDT 2020","Fri May 22 09:45:15 PDT 2020","Sat May 23 09:45:15 PDT 2020","Sat May 23 09:45:23 PDT 2020","","","159","100% (60/60)","0% (0/0)","0% (0/0)","John Altoon","Cedar Sigo","https://media.poetryfoundation.org/uploads/media/default/0001/07/a9935e024b4c3950fe6268a11c1f7e507f985c54.mp3","0","0","0","0","0","0","3","2","0","0","0","1","0","0","0","0","0","0","0","0"
"3A9LA2FRWSOK5MA256Q6R8H9IV1HX2","3TGL8109GQZ3ZQRIWC7YA3R7W6A9T8","Listen to a poem recital","A short 3 minute survey where you listen to a poem before deciding what emotions it makes you feel.","transcribe, audio","$0.25","Fri May 22 09:40:10 PDT 2020","3","BatchId:4049047;OriginalHitTemplateId:928390836;","3600","86400","Fri May 29 09:40:10 PDT 2020","","","3KXIR214I5QRFEH4SCQWWDAUF6824Q","A1Q7VWUBIJOK17","Approved","Fri May 22 09:49:31 PDT 2020","Fri May 22 09:54:42 PDT 2020","Sat May 23 09:54:42 PDT 2020","Sat May 23 09:55:23 PDT 2020","","","311","100% (89/89)","0% (0/0)","0% (0/0)","John Altoon","Cedar Sigo","https://media.poetryfoundation.org/uploads/media/default/0001/07/a9935e024b4c3950fe6268a11c1f7e507f985c54.mp3","8","8","0","4","0","2","0","0","0","0","1","7","3","5","4","1","0","2","1","0"
"3A9LA2FRWSOK5MA256Q6R8H9IV1HX2","3TGL8109GQZ3ZQRIWC7YA3R7W6A9T8","Listen to a poem recital","A short 3 minute survey where you listen to a poem before deciding what emotions it makes you feel.","transcribe, audio","$0.25","Fri May 22 09:40:10 PDT 2020","3","BatchId:4049047;OriginalHitTemplateId:928390836;","3600","86400","Fri May 29 09:40:10 PDT 2020","","","3ZAK8W07I5OJ0285SVD0QTF9HLA0UP","A1NZFJHVJ9CNTO","Approved","Fri May 22 09:40:46 PDT 2020","Fri May 22 09:41:49 PDT 2020","Sat May 23 09:41:49 PDT 2020","Sat May 23 09:42:23 PDT 2020","","","63","100% (299/299)","0% (0/0)","0% (0/0)","John Altoon","Cedar Sigo","https://media.poetryfoundation.org/uploads/media/default/0001/07/a9935e024b4c3950fe6268a11c1f7e507f985c54.mp3","4","2","4","3","3","3","3","1","1","3","3","1","1","3","1","3","1","2","4","2"
"3VGET1QSZ098NXZ0IS88YCE8VQZW7M","3TGL8109GQZ3ZQRIWC7YA3R7W6A9T8","Listen to a poem recital","A short 3 minute survey where you listen to a poem before deciding what emotions it makes you feel.","transcribe, audio","$0.25","Fri May 22 09:40:10 PDT 2020","3","BatchId:4049047;OriginalHitTemplateId:928390836;","3600","86400","Fri May 29 09:40:10 PDT 2020","","","3I0BTBYZAYV0HBSA2WAPTELMD9L0YN","A1NZFJHVJ9CNTO","Approved","Fri May 22 09:40:50 PDT 2020","Fri May 22 09:42:10 PDT 2020","Sat May 23 09:42:10 PDT 2020","Sat May 23 09:42:23 PDT 2020","","","80","100% (299/299)","0% (0/0)","0% (0/0)","An Epiphany","Ted Kooser","https://media.poetryfoundation.org/uploads/media/default/0001/06/bcb7ee415d5931de67fe748f1a3a604f338925d0.mp3","5","6","5","2","4","4","5","7","7","6","3","7","7","3","7","5","7","4","4","6"
"3VGET1QSZ098NXZ0IS88YCE8VQZW7M","3TGL8109GQZ3ZQRIWC7YA3R7W6A9T8","Listen to a poem recital","A short 3 minute survey where you listen to a poem before deciding what emotions it makes you feel.","transcribe, audio","$0.25","Fri May 22 09:40:10 PDT 2020","3","BatchId:4049047;OriginalHitTemplateId:928390836;","3600","86400","Fri May 29 09:40:10 PDT 2020","","","3Q8GYXHFEQCM9FD63AYCDIPURTE5C5","A38DC3BG1ZCVZ2","Approved","Fri May 22 09:42:14 PDT 2020","Fri May 22 10:13:06 PDT 2020","Sat May 23 10:13:06 PDT 2020","Sat May 23 10:13:23 PDT 2020","","","1852","100% (92/92)","0% (0/0)","0% (0/0)","An Epiphany","Ted Kooser","https://media.poetryfoundation.org/uploads/media/default/0001/06/bcb7ee415d5931de67fe748f1a3a604f338925d0.mp3","1","3","3","1","6","0","8","7","7","5","5","1","1","0","0","1","7","1","4","7"
"3VGET1QSZ098NXZ0IS88YCE8VQZW7M","3TGL8109GQZ3ZQRIWC7YA3R7W6A9T8","Listen to a poem recital","A short 3 minute survey where you listen to a poem before deciding what emotions it makes you feel.","transcribe, audio","$0.25","Fri May 22 09:40:10 PDT 2020","3","BatchId:4049047;OriginalHitTemplateId:928390836;","3600","86400","Fri May 29 09:40:10 PDT 2020","","","3Z4GS9HPNWKVK2WT0M5YVGBCHOJ77U","A219VCQZADQ45W","Approved","Fri May 22 09:45:23 PDT 2020","Fri May 22 09:47:06 PDT 2020","Sat May 23 09:47:06 PDT 2020","Sat May 23 09:47:24 PDT 2020","","","103","100% (60/60)","0% (0/0)","0% (0/0)","An Epiphany","Ted Kooser","https://media.poetryfoundation.org/uploads/media/default/0001/06/bcb7ee415d5931de67fe748f1a3a604f338925d0.mp3","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","1","0","0","0"
